Date,Value
11/12/17,10000.0
11/13/17,10000.0
11/14/17,10000.0
11/15/17,10000.0
11/16/17,10000.0
11/17/17,10000.0
11/18/17,10000.0
11/19/17,10000.0
11/20/17,10000.0
11/21/17,10000.0
11/22/17,10000.0
11/23/17,10000.0
11/24/17,10000.0
11/25/17,10000.0
11/26/17,10000.0
11/27/17,10000.0
11/28/17,10000.0
11/29/17,10000.0
11/30/17,10000.0
12/01/17,10000.0
12/02/17,10000.0
12/03/17,10000.0
12/04/17,10000.0
12/05/17,10000.0
12/06/17,10000.0
12/07/17,10000.0
12/08/17,10000.0
12/09/17,10000.0
12/10/17,10000.0
12/11/17,10000.0
12/12/17,10000.0
12/13/17,10000.0
12/14/17,10000.0
12/15/17,10000.0
12/16/17,10000.0
12/17/17,10000.0
12/18/17,10000.0
12/19/17,10000.0
12/20/17,10000.0
12/21/17,10000.0
12/22/17,10000.0
12/23/17,10000.0
12/24/17,10000.0
12/25/17,10000.0
12/26/17,10000.0
12/27/17,10000.0
12/28/17,10000.0
12/29/17,10000.0
12/30/17,10000.0
12/31/17,10000.0
01/01/18,10000.0
01/02/18,10919.059970647328
01/03/18,11273.642624899487
01/04/18,11264.753511199911
01/05/18,12592.043239029383
01/06/18,12756.934438509275
01/07/18,11993.995571064186
01/08/18,11157.875866316655
01/09/18,10714.178917402653
01/10/18,11076.07370451396
01/11/18,9851.540643333798
01/12/18,10251.424303803871
01/13/18,10561.144828581439
01/14/18,10152.17865110117
01/15/18,10121.71762967878
01/16/18,8469.830199331866
01/17/18,8324.785154956964
01/18/18,8366.604901583749
01/19/18,8593.057862551243
01/20/18,9503.533701642664
01/21/18,10408.899230180437
01/22/18,10966.704132359275
01/23/18,10934.844656229336
01/24/18,10526.361987025613
01/25/18,10708.919835071607
01/26/18,10755.477962808543
01/27/18,10492.45689895644
01/28/18,10314.644870609467
01/29/18,10703.653314151692
01/30/18,11590.050441071127
01/31/18,11457.643559186248
02/01/18,12313.088717817875
02/02/18,12432.225157158786
02/03/18,12144.329452125614
02/04/18,12914.119259919917
02/05/18,13893.580572191133
02/06/18,13251.555966826869
02/07/18,13362.658730188248
02/08/18,12862.971522850228
02/09/18,12539.973116939824
02/10/18,12639.63533061924
02/11/18,13006.357761907135
02/12/18,12387.467167928377
02/13/18,12667.165548026876
02/14/18,11947.117584005844
02/15/18,11555.089073382424
02/16/18,11422.682191497544
02/17/18,10749.489898768245
02/18/18,11255.269310390742
02/19/18,10695.932058904698
02/20/18,10695.932058904698
02/21/18,9949.434094929211
02/22/18,9372.371868622171
02/23/18,9679.688972807995
02/24/18,9226.359110142506
02/25/18,9321.526865017253
02/26/18,8622.017682463162
02/27/18,8391.977366527808
02/28/18,8631.348787993655
03/01/18,8071.263460830353
03/02/18,7950.473251891779
03/03/18,7950.473251891779
03/04/18,7963.164833046175
03/05/18,7932.578608731557
03/06/18,7449.4510301185655
03/07/18,6886.262984727022
03/08/18,6450.213044583292
03/09/18,6411.784020529587
03/10/18,6716.41670162632
03/11/18,6199.882547331066
03/12/18,6487.676480360882
03/13/18,6472.692495385496
03/14/18,7129.591230307856
03/15/18,7082.103737822114
03/16/18,7086.626025359887
03/17/18,7362.902365858785
03/18/18,7135.461173425243
03/19/18,6851.557380212866
03/20/18,6638.231837974033
03/21/18,6645.338289819104
03/22/18,6776.71386879663
03/23/18,6626.582258556451
03/24/18,6886.242144692285
03/25/18,6950.915719157216
03/26/18,7162.261458096103
03/27/18,7410.924752569425
03/28/18,7313.178042978015
03/29/18,7899.498526926833
03/30/18,8065.093442941334
03/31/18,8010.478658575782
04/01/18,8090.4349251806525
04/02/18,7924.2425948370455
04/03/18,7671.723893937509
04/04/18,8099.8615675596975
04/05/18,8119.4928802812765
04/06/18,8226.027137853152
04/07/18,8026.956179373936
04/08/18,7941.956624362885
04/09/18,8113.650723876872
04/10/18,8075.048032867031
04/11/18,8001.920350977416
04/12/18,7319.173026303819
04/13/18,7337.8318040710365
04/14/18,7265.940630909107
04/15/18,7020.160207907637
04/16/18,7232.777188965437
04/17/18,7342.03454440952
04/18/18,7146.159057923201
04/19/18,7077.7551172404765
04/20/18,6668.116447785862
04/21/18,6626.637831982415
04/22/18,6717.465650041379
04/23/18,6608.409748266412
04/24/18,6121.412869870717
04/25/18,6665.344723165937
04/26/18,6380.885195693926
04/27/18,6626.137671148744
04/28/18,6331.8208072464695
04/29/18,6297.865443982821
04/30/18,6403.329913104902
05/01/18,6525.08434271251
05/02/18,6417.341363125929
05/03/18,6062.762065444574
05/04/18,6087.672853632676
05/05/18,5999.651493584864
05/06/18,6138.404444859033
05/07/18,6321.81064389481
05/08/18,6321.81064389481
05/09/18,6418.902816367961
05/10/18,6220.64997839899
05/11/18,6640.99426514941
05/12/18,6592.599885432323
05/13/18,6444.355032887734
05/14/18,6459.677391356153
05/15/18,6597.157976767889
05/16/18,6685.6994181425525
05/17/18,6878.477029908137
05/18/18,6753.084695799344
05/19/18,6765.26948761469
05/20/18,6567.168356165209
05/21/18,6654.551311391045
05/22/18,6935.677283506489
05/23/18,7267.493920384017
05/24/18,7209.5765086935335
05/25/18,7289.3603464431335
05/26/18,7382.584002669309
05/27/18,7374.722846659408
05/28/18,7536.697139217779
05/29/18,7290.553311346391
05/30/18,7355.180288648832
05/31/18,7274.810312073932
06/01/18,7261.487721362418
06/02/18,7171.567129810578
06/03/18,7129.041034097373
06/04/18,7277.582403930055
06/05/18,7188.130723438456
06/06/18,7160.140870592681
06/07/18,7138.964019622151
06/08/18,7188.041078676939
