time,price,signal
2012-04-28,4.970736653,0.9397036706
2012-04-29,4.902606178,0.9472407117
2012-04-30,4.94211681,0.9538356228
2012-05-01,4.987137227,0.9596061699
2012-05-02,5.053437354,0.9646553987
2012-05-03,5.118872979,0.9690734738
2012-05-04,5.085507088,0.9104392896
2012-05-05,5.056639565,0.8591343784
2012-05-06,5.047800773,0.8142425811
2012-05-07,5.067555867,0.7749622585
2012-05-08,5.023466423,0.7405919762
2012-05-09,5.041306236,0.7105179791
2012-05-10,4.92748872,0.6842032318
2012-05-11,4.963709977,0.6611778278
2012-05-12,4.946532235,0.6410305993
2012-05-13,4.944795054,0.6234017744
2012-05-14,5.011435922,0.6704765526
2012-05-15,5.0336404,0.7116669835
2012-05-16,5.087784509,0.7477086106
2012-05-17,5.089661686,0.7167450343
2012-05-18,5.118301483,0.689651905
2012-05-19,5.112545811,0.6659454169
2012-05-20,5.094200968,0.6452022397
2012-05-21,5.09422131,0.6270519598
2012-05-22,5.089139189,0.6111704648
2012-05-23,5.1288589,0.5972741567
2012-05-24,5.119157759,0.5851148871
2012-05-25,5.137276807,0.5744755262
2012-05-26,5.103978805,0.5651660854
2012-05-27,5.134616135,0.5570203248
2012-05-28,5.136325419,0.5498927842
2012-05-29,5.148470698,0.5436561862
2012-05-30,5.138264569,0.5381991629
2012-05-31,5.181639721,0.5334242675
2012-06-01,5.266943758,0.5292462341
2012-06-02,5.24363906,0.5255904548
2012-06-03,5.212704985,0.522391648
2012-06-04,5.258765857,0.519592692
2012-06-05,5.426014295,0.5796436055
2012-06-06,5.446169422,0.5696881548
2012-06-07,5.58716981,0.5609771354
2012-06-08,5.622529102,0.5533549935
2012-06-09,5.557002335,0.5466856193
2012-06-10,5.457893569,0.6033499169
2012-06-11,5.586996982,0.6529311773
